"","TransactionID","ClassDesc","DeptDesc","Brand","Units"
"3194576",-1112174471,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3194941",-1112173849,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3195096",-1115467543,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3195655",-1112173892,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3195671",-1112174201,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3196111",-1112245467,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3196336",-1112174478,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3198269",-1112172771,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3198277",-1112174215,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3200542",-1112261823,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3200952",-1115368753,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3203034",-1115368175,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3205293",-1115448930,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3205297",-1115449951,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3207273",-1115415750,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3208754",-1115422833,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3208858",-1115449514,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3208951",-1115449804,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3209444",-1115401364,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3209556",-1115405510,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3210653",-1115399063,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3211066",-1115415844,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3211168",-1115449653,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3211495",-1115481303,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3213056",-1115454356,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3213303",-1115449515,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3213305",-1115449767,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3213452",-1115449639,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3213525",-1115449898,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3213560",-1115492842,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3214495",-1115415876,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3214536",-1115449904,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3214934",-1115449732,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3215146",-1115450566,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3215505",-1115449512,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3215739",-1112185796,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3216029",-1115449942,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3217163",-1115464825,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3218152",-1115454908,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3218951",-1112191878,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3219692",-1112186133,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3220366",-1115405320,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3221390",-1112192314,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3221961",-1112221304,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3222543",-1115493292,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3222917",-1115495770,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3223544",-1112186091,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3224104",-1112246973,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3224545",-1112188484,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3224557",-1115492607,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3224709",-1112192193,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3224818",-1112246992,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3224983",-1112192012,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3225211",-1115449540,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3228215",-1112231783,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3228480",-1112180006,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3228527",-1112186141,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3228588",-1112217553,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3228953",-1112217417,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3230748",-1115297525,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3231081",-1112231961,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3231331",-1112232121,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3232391",-1115481239,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3233651",-1112232143,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3234196",-1112192372,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3235345",-1115301819,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3235848",-1115301866,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3237993",-1115300839,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3238474",-1115301840,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3238549",-1115315218,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3238645",-1115301825,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3238806",-1112247138,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3238944",-1115301779,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3239126",-1112221208,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3240446",-1115297214,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3240700",-1112215548,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3242182",-1115301637,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3242220",-1115300169,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3242319",-1112277287,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3242694",-1115340575,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3242787",-1115340987,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3243961",-1115375987,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3244074",-1115340990,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3244567",-1115300800,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3245115",-1112277352,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3245427",-1115315740,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3245968",-1115297649,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3246571",-1115378340,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3246666",-1115301824,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3247040",-1115375800,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3247540",-1115375747,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3248107",-1115297632,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3248183",-1115366449,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3249666",-1110182949,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3251230",-1115373030,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3253190",-1115475235,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3253771",-1115305608,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3253896",-1115455159,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3254273",-1112183220,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3254368",-1115455153,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3255819",-1115465771,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3256721",-1115459262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3256880",-1112155093,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3257201",-1112167444,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3259510",-1115303355,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3260034",-1115456007,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3261432",-1115465749,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3261654",-1112168755,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3261784",-1115459329,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3262504",-1112159200,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3264181",-1115313439,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3265401",-1115294744,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3266179",-1115313497,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3266811",-1115303339,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3267597",-1115284031,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3269413",-1115308218,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3269440",-1115314281,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3275077",-1115359125,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3276708",-1115296593,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3278001",-1115297987,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3278216",-1115351392,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3279188",-1115312771,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3279210",-1115340350,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3279276",-1115350783,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3281470",-1115308233,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3281886",-1115390038,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3282417",-1115383046,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3282809",-1115381500,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3282811",-1115383274,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3283717",-1115340420,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3283973",-1115389465,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3285076",-1115382381,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3285942",-1115313622,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3286097",-1115358789,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3287385",-1115381782,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3287997",-1115354664,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3288331",-1115408369,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3289054",-1115408212,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3289120",-1115459598,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3289426",-1115377693,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3290613",-1115377472,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3291376",-1115383126,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3292581",-1112233275,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3294972",-1115389341,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3295321",-1115361687,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3296127",-1115459380,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3296848",-1115326296,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3297674",-1115459573,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3298073",-1115462865,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3298960",-1112280393,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3299453",-1112280703,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3299802",-1115409438,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3299867",-1112233204,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3299905",-1112232256,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3299927",-1112280749,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3300015",-1115324466,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3300894",-1115459522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3302300",-1112280768,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3303552",-1115462830,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3305471",-1112233323,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3306124",-1112280473,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3306270",-1115324290,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3307030",-1115333070,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3309418",-1115324465,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3311026",-1115343359,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3312789",-1115385103,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3313550",-1115355671,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3314006",-1115320863,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3314661",-1115332928,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3314905",-1115321347,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3315928",-1115383413,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3316373",-1115355502,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3317118",-1115343798,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3319292",-1115383651,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3319407",-1112276634,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3319930",-1112170614,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3320480",-1115385713,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3320845",-1115492636,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3321103",-1112253211,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3324251",-1112195251,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3325275",-1115441758,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3325638",-1115493730,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3326735",-1112171809,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3327406",-1112240525,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3327410",-1112240522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3328624",-1115491834,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3328749",-1115412795,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3328789",-1115440398,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3330155",-1115493764,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3330481",-1115493924,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3330742",-1112192718,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3331364",-1115493858,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3334089",-1112177798,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3334540",-1115493907,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3335594",-1110359358,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3335604",-1112170863,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3335728",-1112192668,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3336431",-1112209985,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3336711",-1112195303,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3336852",-1112170773,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3337161",-1112240286,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3337990",-1112195393,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3338700",-1110358837,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3339587",-1112195342,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3340442",-1110358864,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3341372",-1112192599,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3342462",-1112192684,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3342705",-1115346252,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3343013",-1112195108,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3344128",-1112275100,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3344274",-1112170798,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",5
"3345624",-1112275295,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3345753",-1112177773,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3346058",-1112247952,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3347395",-1112253088,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3347715",-1115366068,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3348334",-1115352156,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3348865",-1112240451,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3349130",-1115430649,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3350729",-1115355984,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3351024",-1115355893,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3351105",-1112285827,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3351404",-1115408967,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3351818",-1115402322,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3352306",-1112193064,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3352957",-1115402323,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3352985",-1112275167,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3353194",-1115409084,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3353395",-1112275162,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3353437",-1112252957,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3354090",-1112274872,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3354128",-1115328322,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3355414",-1115439274,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3355848",-1115350369,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3357143",-1115345809,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3357422",-1115325939,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3359199",-1115409131,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3359663",-1115424139,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"3360299",-1115409249,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3360311",-1115424383,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3360564",-1115480678,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3362501",-1115480164,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3363393",-1115356647,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3363423",-1115424372,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3363561",-1115418311,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3364130",-1115439418,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3364278",-1115480673,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3364368",-1115357024,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3364472",-1115355800,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3365029",-1115374506,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3365298",-1115451920,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3365502",-1115480216,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3366790",-1115424155,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3367525",-1115350766,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3367774",-1112285178,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3368984",-1115480000,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3369042",-1115424228,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3369078",-1115349159,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3369254",-1115418841,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3370746",-1112126951,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3371308",-1112127320,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3371501",-1112127115,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3372384",-1112127013,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",5
"3372480",-1112138039,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3373597",-1112127178,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3373646",-1112145955,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3373912",-1112127296,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3374404",-1112137911,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3374976",-1112138220,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3374980",-1112146034,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3376552",-1115080722,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3377907",-1115080737,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3378007",-1112155752,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3378218",-1112155794,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3378289",-1112155718,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3378476",-1112155710,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3378580",-1112138205,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3378962",-1115080710,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3379549",-1115125324,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3381039",-1115094931,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3383076",-1115094736,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3384133",-1115125451,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3385111",-1115134222,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3385297",-1115152738,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3385317",-1115103953,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3386625",-1115109082,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3387010",-1115143870,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3388145",-1115173604,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3389052",-1115125597,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3390632",-1115125247,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3390714",-1115125570,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
