"","TransactionID","ClassDesc","DeptDesc","Brand","Units"
"7911540",-1094969088,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7911715",-1095000750,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7911996",-1095000787,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",7
"7912028",-1095000030,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7912412",-1095000503,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7912430",-1098065566,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7912455",-1094975990,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7913419",-1094976755,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7913429",-1094976904,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7914443",-1098090395,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7914647",-1095000654,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"7914848",-1094976412,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7914875",-1098120815,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7915170",-1094976758,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7915654",-1093214320,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7916297",-1095000540,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7921712",-1098066790,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7924107",-1098186110,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7924143",-1098182287,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7926731",-1098090393,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7927677",-1098182394,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7929333",-1098128332,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7930863",-1098186095,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7930898",-1098193071,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7932210",-1098121815,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7932265",-1098128037,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7934831",-1098190213,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"7935204",-1098169299,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7936108",-1098132472,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7938449",-1098218679,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7941592",-1098143626,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7942686",-1098219120,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7943699",-1098132176,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7944521",-1098222350,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7945258",-1098191966,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7948512",-1094985154,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7949642",-1098100645,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7949729",-1098084648,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7949893",-1094985059,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7950147",-1098085042,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7950940",-1098084872,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7951052",-1098084192,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7951445",-1098100441,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7951449",-1098101458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7952994",-1098095008,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7953107",-1098101357,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7953635",-1094870626,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7953671",-1094870356,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7954124",-1094870926,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7954629",-1094879514,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7955195",-1094879602,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7955468",-1094888494,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7956351",-1094879299,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7956721",-1094888431,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7957070",-1094897573,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7959593",-1094919373,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7961106",-1094906335,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7961136",-1094918086,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7961316",-1094906848,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7961500",-1094916188,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7964826",-1094932674,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7965665",-1094931620,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7966734",-1094906398,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7967079",-1097754191,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7967283",-1097742210,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7968152",-1097754281,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7968230",-1094952969,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7969122",-1097744560,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7969338",-1097745503,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7969932",-1094937048,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7970397",-1097744061,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7970531",-1097744270,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7970964",-1097788630,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7971180",-1097754558,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7971784",-1097829902,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7972046",-1097790047,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7972519",-1097748700,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7973191",-1097770202,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7973590",-1097770385,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7974209",-1097789246,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7974742",-1097770441,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7975153",-1097789237,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7975183",-1097788952,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7975185",-1097789689,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7975193",-1097793839,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7976203",-1097794399,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7976343",-1097814302,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7976469",-1097794483,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7976769",-1097770133,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7979594",-1097794530,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7981386",-1097794602,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7982656",-1097881295,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7983006",-1097813927,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7984481",-1097882842,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7984488",-1097846988,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7984990",-1097879029,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"7987131",-1097881242,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7987278",-1097903938,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7987898",-1097927779,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7988983",-1097883203,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7989277",-1097846975,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7989791",-1097902831,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7990168",-1097927100,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7992161",-1094806345,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7992306",-1097847344,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7992332",-1097865254,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7992534",-1097881002,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7993999",-1097927783,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7994927",-1097878779,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7996309",-1097942099,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7996849",-1094773856,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"7997416",-1097926907,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7998460",-1094852928,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7998834",-1097941950,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7998894",-1097927102,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7999463",-1094806545,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"7999992",-1094806060,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8000595",-1094822398,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8000945",-1097942004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8003078",-1094838190,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8004078",-1094820138,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8004287",-1094837159,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8004618",-1094806072,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8005568",-1097829547,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"8006046",-1094861794,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8006672",-1094822256,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8007655",-1097818839,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8008186",-1097864484,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8008344",-1094818802,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8008529",-1094818769,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8008712",-1094862558,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8009651",-1097824123,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8009737",-1094819604,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8009848",-1097812119,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8010785",-1097818843,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8011342",-1097822949,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8011356",-1097834417,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8011905",-1097823597,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8012014",-1094852765,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8012186",-1094837749,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8012783",-1094881740,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8012953",-1097829233,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8013058",-1097836253,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8013656",-1097877398,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8015559",-1097830017,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8015655",-1097791749,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8015870",-1094893361,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8016560",-1097818730,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8016897",-1097870291,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8017748",-1094881855,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8017852",-1097818064,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8020740",-1097851096,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8021028",-1097817375,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8021309",-1097811017,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8022630",-1097819107,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8022640",-1097850085,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8022673",-1097863176,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8022876",-1097803181,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8023022",-1097818841,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8023173",-1097888004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8023192",-1097829807,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8023250",-1097830016,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8023781",-1097909116,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8024584",-1097850586,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8024993",-1097915963,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8026200",-1097836502,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8028941",-1097849977,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8029024",-1097834183,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8029538",-1097951488,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8029815",-1097917593,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8029838",-1097915903,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8030427",-1097879053,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8030854",-1097878813,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8032426",-1097829853,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8033305",-1097870670,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8033940",-1097968604,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8034334",-1097878461,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8035764",-1097994256,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8036069",-1097951126,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8036209",-1097951074,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8036759",-1097872474,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8037766",-1097966680,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8038646",-1097983406,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8038653",-1097998448,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8040291",-1097968254,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8040331",-1097968752,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8040545",-1097966141,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8041155",-1097983229,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8042693",-1097968773,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8043645",-1098001300,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8043841",-1097993221,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8043892",-1097999417,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8046633",-1097991842,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8046688",-1097968266,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8046756",-1097968570,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8046974",-1094797465,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8047331",-1094894224,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8047756",-1094797164,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8048836",-1094867378,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8048912",-1094856164,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8049253",-1094905969,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8050910",-1094865793,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8051248",-1094827582,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8051830",-1094798083,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8051888",-1094813466,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8052056",-1094893831,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8052231",-1094830945,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8052717",-1094855876,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8053317",-1094865554,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8054394",-1097887047,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8054843",-1097889309,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8055285",-1097887462,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8055375",-1097888370,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8056043",-1094906076,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8056242",-1094813353,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8056320",-1097887459,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8056612",-1094867886,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8056967",-1097952113,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8057091",-1097889585,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8058775",-1097975301,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8059043",-1097909865,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8059631",-1094867459,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8059819",-1094827584,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8059895",-1094893605,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8060059",-1094864669,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8060120",-1094867906,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8060482",-1097951798,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8060657",-1097978697,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8061185",-1094893935,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8062056",-1098004413,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8063285",-1097951972,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8063320",-1097886941,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8063357",-1097886942,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8063871",-1098031549,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8064183",-1097889354,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8065111",-1097978710,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8065132",-1097952121,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8066437",-1097952124,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8066959",-1098004426,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8067472",-1097997674,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8068220",-1098025417,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8068461",-1098012130,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"8068732",-1098003134,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8071699",-1097975247,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8072607",-1098037528,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8072695",-1098049293,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8075670",-1097939721,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8075703",-1098012202,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8076353",-1098049181,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8077514",-1098031540,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8077931",-1098034881,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8078800",-1098058503,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8078816",-1097978583,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8079015",-1098039089,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8080353",-1098034859,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8080540",-1097996369,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8080551",-1097996241,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8081373",-1098031208,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8082498",-1098039120,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"8082775",-1098004578,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8082912",-1097997438,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8083265",-1098049245,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8085332",-1098034904,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"8086168",-1098004510,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8087774",-1098025294,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8088286",-1098053670,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8088370",-1098012544,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8088759",-1098031262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8089667",-1097999958,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8090568",-1098026124,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"8091173",-1098029805,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8091215",-1094832536,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8092165",-1098031392,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8092900",-1098046922,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8093028",-1098004317,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8095032",-1098029800,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8095602",-1098070148,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8095891",-1094773421,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8098203",-1094772284,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8098293",-1098004329,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8101242",-1097795084,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8101655",-1094898421,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8102019",-1097795828,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"8102540",-1094894440,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8104001",-1097885958,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8104713",-1094898074,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8105557",-1097814808,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8106000",-1097883044,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8106768",-1094832901,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8106952",-1094898225,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"8107088",-1094873675,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
